id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0797596,1,2016-03-24 15:26:04,2016-03-24 15:29:10,1,-73.96075439453125,40.770301818847656,-73.9539566040039,40.7789421081543,N,186
id1348092,2,2016-03-03 07:53:30,2016-03-03 08:00:15,1,-73.99539184570312,40.73411178588867,-73.98568725585938,40.75257873535156,N,405
id1766292,1,2016-06-26 14:50:05,2016-06-26 15:29:15,2,-74.00016784667969,40.75814056396485,-73.947265625,40.764793395996094,N,2350
id3742607,1,2016-01-22 17:47:13,2016-01-22 17:51:56,1,-73.95869445800781,40.76382827758789,-73.96668243408203,40.76412582397461,N,283
id2431017,2,2016-01-21 08:28:19,2016-01-21 08:49:36,1,-74.00749969482422,40.71553039550781,-73.97882080078125,40.75590896606445,N,1277
id2735992,1,2016-03-24 22:33:49,2016-03-24 22:39:09,2,-73.98820495605469,40.73826599121094,-73.98521423339844,40.747520446777344,N,320
id1508344,1,2016-06-07 09:22:55,2016-06-07 09:53:24,1,-73.97560119628906,40.76280975341797,-73.9912109375,40.75008773803711,N,1829
id3967204,1,2016-03-14 13:42:55,2016-03-14 13:47:10,1,-73.99496459960938,40.76030349731445,-73.98484802246094,40.76784133911133,N,255
id2525756,2,2016-04-07 15:58:01,2016-04-07 16:15:55,1,-73.98680877685547,40.761390686035156,-73.96106719970702,40.80662155151367,N,1074
id2833454,1,2016-01-09 16:09:40,2016-01-09 16:12:17,1,-73.99815368652342,40.740570068359375,-74.0042266845703,40.747535705566406,N,157
id3899144,2,2016-04-08 08:52:36,2016-04-08 09:09:39,1,-73.9655990600586,40.754661560058594,-73.9576873779297,40.78009033203125,N,1023
id3544774,2,2016-03-30 18:18:40,2016-03-30 18:49:28,6,-73.9701614379883,40.75860977172852,-73.99028778076173,40.75651931762695,N,1848
id3971051,2,2016-02-24 11:18:27,2016-02-24 11:23:25,1,-73.98065185546875,40.78316879272461,-73.98731994628906,40.77527236938477,N,298
id3803118,1,2016-03-31 13:14:47,2016-03-31 13:20:26,1,-73.9828109741211,40.7513084411621,-73.98542022705078,40.74822998046875,N,339
id0206545,1,2016-03-22 20:44:14,2016-03-22 20:51:44,4,-74.00291442871094,40.75049591064453,-73.9933853149414,40.74306106567383,N,450
id2649925,2,2016-01-04 19:10:00,2016-01-04 19:14:47,1,-73.97174835205078,40.75770568847656,-73.97193908691406,40.76565933227539,N,287
id1679612,2,2016-05-25 19:04:18,2016-05-25 19:34:53,1,-73.9807891845703,40.76057815551758,-73.94403839111328,40.77593994140625,N,1835
id0500763,1,2016-02-25 15:04:13,2016-02-25 15:13:33,2,-73.95838165283203,40.760417938232415,-73.96880340576173,40.763572692871094,N,560
id1100632,1,2016-03-02 16:29:40,2016-03-02 17:06:09,1,-73.9974594116211,40.72473526000977,-73.95441436767578,40.6698112487793,N,2189
id1216289,2,2016-04-20 14:29:28,2016-04-20 14:35:14,5,-73.99295806884766,40.737396240234375,-74.00001525878906,40.734046936035156,N,346
id2271116,2,2016-06-15 12:42:42,2016-06-15 13:06:44,1,-73.97991180419923,40.775970458984375,-73.97124481201173,40.75648880004883,N,1442
id3281604,1,2016-06-03 13:04:51,2016-06-03 13:14:00,1,-73.9792709350586,40.7371940612793,-73.99177551269531,40.74245071411133,N,549
id2681567,2,2016-01-11 17:32:35,2016-01-11 17:56:15,1,-73.95093536376955,40.78596878051758,-73.98404693603516,40.74286651611328,N,1420
id1294417,1,2016-05-31 12:56:43,2016-05-31 13:22:29,1,-73.97336578369139,40.74615097045898,-73.97282409667969,40.79031372070313,N,1546
id0255840,2,2016-04-17 14:04:06,2016-04-17 14:09:19,1,-73.98658752441406,40.751380920410156,-73.98552703857422,40.75801849365234,N,313
id3094049,2,2016-01-16 20:04:01,2016-01-16 20:10:13,1,-73.96810150146483,40.75540542602539,-73.94853210449219,40.77798080444336,N,372
id0156302,1,2016-04-18 20:52:54,2016-04-18 21:06:22,1,-74.00796508789062,40.71700668334961,-73.99738311767578,40.68365097045898,N,808
id2552522,1,2016-02-13 11:47:27,2016-02-13 12:11:02,2,-73.9781265258789,40.75202941894531,-73.9958724975586,40.769203186035156,N,1415
id1020589,2,2016-06-26 16:26:52,2016-06-26 16:33:18,1,-73.99533081054686,40.75996017456055,-73.98059844970702,40.77997970581055,N,386
id1571256,1,2016-05-07 08:34:19,2016-05-07 08:37:53,1,-73.95829010009766,40.77293395996094,-73.95057678222656,40.78556823730469,N,214
id3198538,2,2016-06-05 10:31:20,2016-06-05 10:37:23,1,-73.96129608154298,40.79622650146485,-73.94064331054686,40.81394577026367,N,363
id3695961,1,2016-05-30 23:04:00,2016-05-30 23:42:00,1,-73.98436737060547,40.76020812988281,-73.91324615478516,40.68678283691406,N,2280
id1105969,2,2016-05-06 13:46:40,2016-05-06 14:05:03,2,-73.96073150634766,40.781150817871094,-73.97531890869139,40.76102066040039,N,1103
id0771613,2,2016-05-19 10:28:55,2016-05-19 10:41:16,1,-73.97269439697266,40.753177642822266,-73.9300765991211,40.75613021850585,N,741
id0076747,1,2016-05-15 12:04:57,2016-05-15 12:13:11,1,-73.9794921875,40.754676818847656,-73.9760513305664,40.74665069580078,N,494
id2645667,1,2016-04-11 21:29:36,2016-04-11 21:52:48,1,-73.98775482177734,40.72439956665039,-73.98375701904298,40.78281784057617,N,1392
id1908546,2,2016-03-15 08:59:39,2016-03-15 09:11:16,1,-73.96726989746094,40.76919937133789,-73.9749984741211,40.75537109375,N,697
id1431716,1,2016-01-05 18:39:10,2016-01-05 18:50:22,1,-73.95994567871094,40.77349472045898,-73.96501922607422,40.75800323486328,N,672
id2893078,1,2016-03-30 13:39:23,2016-03-30 13:47:35,1,-73.99021911621094,40.74647903442383,-73.9815902709961,40.75944519042969,N,492
id2751531,1,2016-05-01 12:15:34,2016-05-01 12:18:19,1,-73.8232192993164,40.76367568969727,-73.8232421875,40.76372528076172,N,165
id0673889,1,2016-03-25 11:00:38,2016-03-25 11:06:48,2,-73.94227600097656,40.79894638061523,-73.93728637695312,40.813175201416016,N,370
id1612381,2,2016-05-23 19:24:19,2016-05-23 19:30:57,6,-73.99523162841797,40.72745132446289,-73.9994583129883,40.718528747558594,N,398
id0869604,2,2016-06-08 09:52:11,2016-06-08 10:06:19,1,-74.00603485107422,40.73316955566406,-74.0037612915039,40.75093078613281,N,848
id3263253,2,2016-03-25 21:55:32,2016-03-25 21:59:41,2,-73.98784637451173,40.73822021484375,-74.00054931640625,40.74150085449219,N,249
id0645556,2,2016-06-10 09:42:40,2016-06-10 09:45:34,1,-73.99661254882812,40.7236213684082,-73.99128723144531,40.72980117797852,N,174
id2022839,1,2016-01-18 22:25:49,2016-01-18 22:58:11,2,-73.7881317138672,40.641510009765625,-73.99349975585938,40.752307891845696,N,1942
id3258617,2,2016-03-09 00:43:09,2016-03-09 00:49:01,1,-73.97496795654298,40.79045867919922,-73.98919677734375,40.77447128295898,N,352
id3892337,2,2016-04-04 20:50:22,2016-04-04 20:55:48,1,-73.98072814941406,40.75991821289063,-73.98049926757811,40.77322769165039,N,326
id3101500,2,2016-02-11 19:16:21,2016-02-11 19:26:36,1,-74.00353240966798,40.7223014831543,-73.98724365234375,40.72238540649415,N,615
id0281865,2,2016-05-09 16:19:11,2016-05-09 16:31:02,2,-73.98483276367188,40.75875854492188,-73.97627258300781,40.741981506347656,N,711
id3204761,2,2016-06-03 17:29:49,2016-06-03 18:05:40,1,-74.00697326660156,40.67599105834961,-73.94937896728516,40.71765899658203,N,2151
id1432958,1,2016-05-29 13:29:10,2016-05-29 13:37:17,1,-74.00513458251955,40.73596572875977,-73.98223114013672,40.72798156738281,N,487
id3241814,1,2016-02-20 11:43:44,2016-02-20 12:00:35,1,-73.99600219726562,40.73687744140625,-73.98749542236328,40.72180557250977,N,1011
id0116773,2,2016-06-16 18:58:23,2016-06-16 19:07:16,2,-73.9651107788086,40.77516174316406,-73.96121215820312,40.76675415039063,N,533
id2719888,2,2016-01-06 22:22:08,2016-01-06 23:06:47,1,-73.9769515991211,40.747291564941406,-73.77628326416014,40.6455307006836,N,2679
id2039617,2,2016-02-23 11:05:38,2016-02-23 11:11:25,4,-73.98063659667969,40.74516677856445,-73.99190521240234,40.73115539550781,N,347
id1571068,2,2016-06-14 19:25:51,2016-06-14 19:32:30,1,-73.9908218383789,40.75101089477539,-73.99324035644531,40.76268005371094,N,399
id0706828,2,2016-03-28 15:37:34,2016-03-28 15:57:16,1,-73.98931121826173,40.760398864746094,-73.95411682128906,40.77893829345703,N,1182
id2351594,2,2016-01-18 22:28:20,2016-01-18 22:37:21,5,-73.98509979248048,40.72783660888672,-73.9982681274414,40.74557113647461,N,541
id3829549,2,2016-03-21 13:02:46,2016-03-21 13:29:18,1,-73.88533020019531,40.76769256591797,-73.989990234375,40.73330307006836,N,1592
id0219601,2,2016-05-05 22:56:29,2016-05-05 23:20:50,6,-73.78221893310547,40.64466857910156,-73.86300659179686,40.67908096313477,N,1461
id3738703,1,2016-03-24 15:49:01,2016-03-24 16:27:54,1,-74.00930786132812,40.71550369262695,-74.0156707763672,40.7155876159668,N,2333
id0652982,2,2016-04-02 11:55:47,2016-04-02 12:05:44,2,-73.97843933105469,40.72964096069336,-73.95924377441406,40.76340866088867,N,597
id1619047,1,2016-01-22 16:31:36,2016-01-22 16:45:20,1,-73.97657775878906,40.7755012512207,-73.96173858642578,40.76433181762695,N,824
id3018403,1,2016-03-16 19:32:40,2016-03-16 19:44:39,1,-73.97740173339844,40.755455017089844,-73.957763671875,40.77859115600585,N,719
id0275189,2,2016-04-29 06:14:04,2016-04-29 06:17:05,6,-73.97689819335938,40.7559814453125,-73.9785614013672,40.76511001586913,N,181
id2149293,2,2016-03-08 22:09:02,2016-03-08 22:28:27,1,-74.00772094726562,40.710044860839844,-73.95571899414062,40.714115142822266,N,1165
id0971812,2,2016-03-05 19:13:02,2016-03-05 19:45:13,1,-73.96497344970702,40.7911491394043,-73.91362762451173,40.71490097045898,N,1931
id1121455,2,2016-04-06 22:13:01,2016-04-06 22:52:36,5,-73.9805679321289,40.76568984985352,-73.99540710449219,40.68320846557617,N,2375
id2269655,1,2016-04-06 20:27:46,2016-04-06 20:42:09,1,-73.97124481201173,40.76081848144531,-73.98242950439453,40.73592758178711,N,863
id1969749,1,2016-02-19 16:10:19,2016-02-19 16:20:43,1,-73.98036193847656,40.77790069580078,-73.95592498779298,40.78479385375977,N,624
id2032655,1,2016-05-10 18:23:30,2016-05-10 18:30:36,1,-73.98257446289062,40.75105285644531,-73.98081970214844,40.740516662597656,N,426
id2542458,1,2016-03-06 10:33:45,2016-03-06 10:36:46,2,-73.99113464355469,40.74531936645508,-73.99238586425781,40.74897003173828,N,181
id0588978,1,2016-06-04 03:08:12,2016-06-04 03:33:19,3,-73.99171447753906,40.727088928222656,-73.97997283935547,40.6820068359375,N,1507
id3786690,1,2016-06-21 19:32:30,2016-06-21 19:52:08,1,-73.99020385742188,40.74067687988281,-73.97611999511719,40.77593994140625,N,1178
id0773686,2,2016-02-29 18:05:21,2016-02-29 18:29:20,1,-73.9908676147461,40.69615936279297,-73.97248077392578,40.64242935180664,N,1439
id0595224,1,2016-02-27 13:51:32,2016-02-27 14:02:01,1,-73.99529266357422,40.744815826416016,-73.9771499633789,40.750267028808594,N,629
id2395114,1,2016-04-21 20:22:14,2016-04-21 21:00:23,1,-73.98066711425781,40.78195190429688,-73.98983764648438,40.72062301635742,N,2289
id0597218,2,2016-02-22 16:39:18,2016-02-22 16:44:55,1,-74.00194549560547,40.740482330322266,-73.99073791503906,40.7461051940918,N,337
id2425653,2,2016-03-31 02:11:05,2016-03-31 02:13:50,1,-73.98367309570312,40.74894332885742,-73.98876953125,40.7386589050293,N,165
id1552858,2,2016-05-27 10:57:54,2016-05-27 11:09:12,1,-73.94969177246094,40.784610748291016,-73.95280456542969,40.78895568847656,N,678
id0114544,2,2016-03-08 04:40:08,2016-03-08 05:00:37,1,-74.0056381225586,40.74047088623047,-73.93546295166014,40.696941375732415,N,1229
id0351472,1,2016-04-22 21:00:56,2016-04-22 21:05:25,1,-73.97268676757811,40.79317474365234,-73.96446228027344,40.80339813232422,N,269
id0819481,2,2016-05-15 15:59:23,2016-05-15 16:07:51,2,-73.99514770507811,40.71849822998047,-73.97917938232422,40.71229934692383,N,508
id2440127,2,2016-01-05 07:21:40,2016-01-05 07:27:34,2,-73.97312927246094,40.79307556152344,-73.96154022216798,40.796180725097656,N,354
id1937245,2,2016-02-24 23:18:02,2016-02-24 23:26:28,1,-73.98970031738281,40.73569869995117,-74.00801086425781,40.71141052246094,N,506
id3597013,1,2016-03-07 16:11:47,2016-03-07 17:02:59,1,-73.78339385986328,40.64864349365234,-73.93470764160156,40.69763946533203,N,3072
id3622015,2,2016-04-19 23:58:37,2016-04-19 23:59:58,5,-74.00630950927734,40.73348617553711,-74.00197601318358,40.73942565917969,N,81
id3868068,1,2016-03-18 11:22:33,2016-03-18 11:31:50,1,-73.9843521118164,40.77482604980469,-73.97779846191406,40.78386306762695,N,557
id1945442,2,2016-01-21 17:19:29,2016-01-21 17:23:04,2,-73.96275329589844,40.76673126220703,-73.96074676513672,40.77510833740234,N,215
id0456957,1,2016-01-18 10:08:04,2016-01-18 10:27:51,1,-74.00664520263672,40.720401763916016,-73.96443939208984,40.754661560058594,N,1187
id0284685,2,2016-05-17 21:32:30,2016-05-17 21:39:47,1,-74.00003814697266,40.72688293457031,-73.98519134521484,40.74201583862305,N,437
id2708919,1,2016-03-15 16:04:39,2016-03-15 16:13:09,1,-74.00890350341797,40.71918487548828,-73.99869537353516,40.73966598510742,N,510
id2015214,2,2016-05-16 11:14:27,2016-05-16 11:23:22,1,-73.98731231689453,40.74441909790039,-74.00604248046875,40.73497009277344,N,535
id3069634,1,2016-05-29 21:12:25,2016-05-29 21:55:35,2,-73.77677917480467,40.64529800415039,-73.97515869140625,40.68948745727539,N,2590
id3120791,1,2016-06-11 21:31:57,2016-06-11 21:47:57,1,-73.98455810546875,40.74870300292969,-73.98538970947266,40.75971221923828,N,960
id2578522,1,2016-05-19 04:14:05,2016-05-19 04:32:42,1,-73.98804473876955,40.73820877075195,-73.9153594970703,40.779441833496094,N,1117
id2013122,2,2016-05-09 16:04:20,2016-05-09 16:26:14,1,-73.99176025390625,40.764869689941406,-73.95440673828125,40.80561828613281,N,1314
id0950951,2,2016-03-04 00:53:03,2016-03-04 01:02:32,5,-73.97221374511719,40.76305389404297,-73.9472427368164,40.78828048706055,N,569
id1950177,2,2016-06-14 21:56:03,2016-06-14 22:04:21,1,-73.98668670654298,40.75783920288085,-73.97209167480467,40.76224136352539,N,498
id1076538,2,2016-04-28 07:13:44,2016-04-28 07:22:35,1,-73.9762191772461,40.744361877441406,-73.98046875,40.76028823852539,N,531
id1028166,2,2016-05-05 22:35:16,2016-05-05 23:20:59,5,-73.87307739257811,40.774089813232415,-73.99122619628906,40.74731063842773,N,2743
id0074169,2,2016-06-29 12:03:12,2016-06-29 12:23:19,1,-73.99429321289062,40.75603485107422,-73.99113464355469,40.7327880859375,N,1207
id2638911,2,2016-01-09 10:06:10,2016-01-09 10:15:50,3,-73.96060943603516,40.81652069091797,-73.95169067382812,40.82707977294922,N,580
id0596188,1,2016-03-10 13:10:21,2016-03-10 13:27:38,2,-73.9722671508789,40.75012969970703,-74.00776672363281,40.70353698730469,N,1037
id2568555,1,2016-04-02 23:37:22,2016-04-02 23:44:30,3,-73.9885482788086,40.742942810058594,-73.98506927490234,40.732234954833984,N,428
id3910347,1,2016-05-07 13:44:32,2016-05-07 13:49:45,2,-74.0008316040039,40.73180389404297,-73.99034881591797,40.73295211791992,N,313
id0956505,2,2016-06-26 17:01:40,2016-06-26 17:13:23,6,-73.96646118164062,40.7841911315918,-73.97393798828125,40.76307678222656,N,703
id0089998,1,2016-05-03 14:55:42,2016-05-03 15:14:32,1,-73.9609375,40.76990127563477,-73.95535278320312,40.7459373474121,N,1130
id1965036,2,2016-05-12 10:43:20,2016-05-12 10:54:55,2,-73.98213958740234,40.77824020385742,-73.95929718017578,40.779949188232415,N,695
id2444875,2,2016-04-07 08:42:54,2016-04-07 08:59:09,1,-73.944580078125,40.779441833496094,-73.97005462646483,40.75269317626953,N,975
id0344425,2,2016-06-13 18:27:27,2016-06-13 18:54:32,1,-73.97765350341797,40.7828369140625,-73.94502258300781,40.75212097167969,N,1625
id1514658,1,2016-03-22 08:23:09,2016-03-22 08:23:16,2,-73.90205383300781,40.76401138305664,-73.90206146240234,40.76402282714844,N,7
id3980645,1,2016-04-12 19:06:16,2016-04-12 19:15:05,1,-74.00334930419923,40.74878692626953,-73.98589324951173,40.77552032470703,N,529
id3808644,2,2016-05-06 08:33:20,2016-05-06 08:42:34,3,-74.00514221191406,40.74626159667969,-73.9964370727539,40.76015090942383,N,554
id2935145,1,2016-03-16 19:29:02,2016-03-16 19:48:19,2,-73.97262573242188,40.753414154052734,-74.01478576660156,40.70809555053711,N,1157
id2745422,2,2016-06-22 08:00:46,2016-06-22 09:18:43,2,-73.7791519165039,40.64751052856445,-73.98214721679686,40.75698852539063,N,4677
id1603901,2,2016-05-21 03:36:05,2016-05-21 03:46:20,1,-73.99189758300781,40.71863174438477,-73.99813079833984,40.733001708984375,N,615
id1273252,2,2016-01-09 02:56:38,2016-01-09 03:18:59,1,-73.9841537475586,40.72517013549805,-73.97827911376955,40.77886581420898,N,1341
id2719594,2,2016-03-06 02:29:42,2016-03-06 02:35:53,1,-73.93697357177734,40.70195388793945,-73.94629669189453,40.69420623779297,N,371
id1341512,2,2016-02-01 13:50:44,2016-02-01 14:03:13,1,-73.9926528930664,40.73822021484375,-73.9852066040039,40.75202941894531,N,749
id2484046,1,2016-05-13 00:05:58,2016-05-13 00:21:07,1,-73.98965454101562,40.7295036315918,-73.9525375366211,40.77568817138672,N,909
id0195551,2,2016-04-24 11:06:23,2016-04-24 11:11:38,1,-73.96810913085938,40.79211044311523,-73.97760772705078,40.78725814819336,N,315
id1720102,1,2016-04-18 15:44:50,2016-04-18 15:56:36,2,-73.9749755859375,40.75940704345703,-73.95333099365234,40.768463134765625,N,706
id2738203,2,2016-03-23 05:15:02,2016-03-23 05:27:53,1,-73.9982681274414,40.71707534790039,-73.98779296875,40.74568176269531,N,771
id2126330,1,2016-03-14 17:02:35,2016-03-14 17:21:02,1,-73.97422790527344,40.74208068847656,-73.9525833129883,40.77246856689453,N,1107
id1596877,2,2016-04-19 10:17:24,2016-04-19 10:23:48,1,-73.99105072021484,40.69241333007813,-73.99755859375,40.678993225097656,N,384
id3355875,1,2016-04-03 22:09:43,2016-04-03 22:18:59,3,-73.98892211914062,40.742523193359375,-73.97763061523438,40.75213623046875,N,556
id1877201,1,2016-04-30 18:52:00,2016-04-30 19:05:03,1,-73.99417114257811,40.75138473510742,-73.96984100341797,40.76581573486328,N,783
id2670811,2,2016-05-18 23:44:30,2016-05-18 23:56:33,1,-73.98551177978516,40.74782180786133,-73.95276641845702,40.78668594360352,N,723
id2014385,2,2016-03-01 12:17:26,2016-03-01 12:24:15,3,-73.9791488647461,40.75313186645508,-73.97396087646483,40.760269165039055,N,409
id3804599,1,2016-03-01 16:17:36,2016-03-01 17:08:38,2,-73.78485870361328,40.6485595703125,-73.97073364257811,40.79674911499024,N,3062
id0147751,2,2016-03-02 16:33:20,2016-03-02 16:39:27,1,-73.99674987792969,40.72388458251953,-73.98738098144531,40.72038650512695,N,367
id2180603,2,2016-02-05 13:58:23,2016-02-05 14:05:02,3,-74.00453186035155,40.74781036376953,-74.0044937133789,40.74214553833008,N,399
id2579261,1,2016-01-27 13:59:02,2016-01-27 15:09:11,2,-73.78346252441406,40.64874267578125,-73.9786605834961,40.76331329345703,N,4209
id0306537,2,2016-01-06 12:22:20,2016-01-06 12:43:56,1,-73.96087646484375,40.75716018676758,-73.98885345458984,40.751121520996094,N,1296
id2504910,1,2016-05-21 12:12:42,2016-05-21 12:22:06,2,-73.99710845947266,40.76266860961913,-73.99504089355469,40.750038146972656,N,564
id2215828,1,2016-01-16 01:26:29,2016-01-16 01:32:46,1,-73.98438262939453,40.76012420654297,-73.9955825805664,40.76375961303711,N,377
id3398067,1,2016-02-24 08:03:26,2016-02-24 08:09:54,1,-73.98210906982422,40.76263427734375,-73.99189758300781,40.74237823486328,N,388
id3767942,1,2016-02-17 01:20:22,2016-02-17 01:29:08,1,-73.98195648193358,40.74650192260742,-73.95077514648438,40.770904541015625,N,526
id2383212,1,2016-06-09 07:50:43,2016-06-09 08:22:42,1,-74.01596069335938,40.71113967895508,-73.96977996826173,40.75954818725585,N,1919
id0917901,2,2016-04-22 13:56:07,2016-04-22 14:13:54,1,-73.97007751464845,40.76565933227539,-73.99130249023438,40.75027847290039,N,1067
id1540534,2,2016-06-12 18:08:50,2016-06-12 18:25:56,5,-73.97356414794923,40.76288604736328,-73.98539733886719,40.75836181640625,N,1026
id2067929,2,2016-05-23 13:39:00,2016-05-23 14:01:38,6,-73.98117065429686,40.750038146972656,-74.0103759765625,40.72151565551758,N,1358
id0427262,1,2016-01-08 14:59:39,2016-01-08 15:14:14,1,-73.99529266357422,40.74957275390625,-73.98457336425781,40.7797737121582,N,875
id0947462,1,2016-06-08 07:00:23,2016-06-08 07:05:36,1,-74.00005340576173,40.76133728027344,-73.98736572265625,40.75305938720703,N,313
id1213043,1,2016-01-25 08:25:09,2016-01-25 08:55:57,4,-73.98436737060547,40.76555252075195,-74.01093292236328,40.70171356201172,N,1848
id3836273,2,2016-06-03 08:24:37,2016-06-03 08:45:57,1,-73.94886779785155,40.7735710144043,-73.9764175415039,40.79360961914063,N,1280
id0879172,1,2016-02-16 10:58:13,2016-02-16 11:04:00,1,-73.99420166015625,40.73528289794922,-73.99651336669923,40.72705841064453,N,347
id0677366,2,2016-03-08 18:18:34,2016-03-08 18:23:18,1,-73.98040008544923,40.78263854980469,-73.98246002197266,40.77257919311523,N,284
id1672081,2,2016-01-13 11:32:55,2016-01-13 11:47:15,1,-73.9784927368164,40.74578857421875,-73.985107421875,40.741920471191406,N,860
id0964703,1,2016-03-04 18:29:45,2016-03-04 18:45:08,2,-73.98191833496094,40.77840042114258,-73.96533966064453,40.76183319091797,N,923
id3287897,1,2016-02-11 15:53:39,2016-02-11 16:03:08,1,-73.99759674072266,40.724266052246094,-74.0057601928711,40.73232650756836,N,569
id3742117,2,2016-03-27 16:11:14,2016-03-27 16:16:11,5,-73.96673583984375,40.78899765014648,-73.95658111572266,40.781700134277344,N,297
id1882100,1,2016-04-22 01:20:00,2016-04-22 01:52:02,1,-73.98847961425781,40.73147201538085,-73.88807678222656,40.74528884887695,N,1922
id0790516,1,2016-01-03 23:17:58,2016-01-03 23:30:55,2,-73.9715805053711,40.79471206665039,-73.98236083984375,40.77429580688477,N,777
id1253892,1,2016-04-27 22:03:40,2016-04-27 22:16:47,1,-74.00938415527344,40.70420455932617,-73.9769973754883,40.75188827514648,N,787
id2364839,1,2016-04-05 13:55:47,2016-04-05 14:07:57,1,-73.97807312011719,40.756832122802734,-73.99340057373048,40.74665069580078,N,730
id3908732,1,2016-03-19 03:49:34,2016-03-19 03:57:05,1,-73.96879577636719,40.754695892333984,-73.98579406738281,40.72296524047852,N,451
id3390921,1,2016-02-02 03:37:42,2016-02-02 03:51:39,1,-73.9435043334961,40.68000411987305,-73.99079895019531,40.6596908569336,N,837
id2175764,2,2016-05-07 22:14:22,2016-05-07 22:32:05,1,-73.98129272460938,40.74980545043945,-74.0037384033203,40.72993850708008,N,1063
id1949640,2,2016-02-05 13:38:35,2016-02-05 13:41:20,3,-73.98099517822266,40.72962951660156,-73.98760986328125,40.72383499145508,N,165
id2256911,1,2016-03-29 22:20:49,2016-03-29 22:37:23,1,-73.99313354492188,40.757286071777344,-74.01738739013672,40.710670471191406,N,994
id3028295,2,2016-02-17 13:35:27,2016-02-17 14:02:14,2,-73.98991394042969,40.74340057373047,-74.01144409179686,40.70853805541992,N,1607
